id,category,dimension,sentence,emotion
679,彩电,服务,安装师傅专业,好评
680,彩电,服务,师傅也很专业,好评
681,彩电,服务,师傅也很专业,好评
682,彩电,服务,师傅也很专业,好评
683,彩电,服务,售后安装也很好,好评
684,彩电,服务,师傅也很专业,好评
685,彩电,服务,售后安装也很好,好评
686,彩电,服务,安装也很专业,好评
687,彩电,服务,安装也很专业,好评
688,彩电,服务,送货人员服务好,好评
689,彩电,服务,送货人员服务好,好评
690,彩电,服务,安装人员负责,好评
691,彩电,服务,安装人员负责,好评
692,彩电,服务,就是安装人员不是很专业,差评
693,彩电,服务,就是安装人员不是很专业,差评
694,彩电,服务,安装人员不专业,差评
695,彩电,服务,安装人员不专业,差评
696,彩电,服务,厂家来装电视的不是很专业,差评
697,彩电,服务,厂家来装电视的不是很专业,差评
698,彩电,服务,安装不太好,中评
699,彩电,服务,安装不太好,中评
700,彩电,服务,安装人员不专业,差评
701,彩电,服务,安装人员不专业,差评
702,彩电,服务,连接无线时安装师傅没有搞定,差评
703,彩电,服务,连接无线时安装师傅没有搞定,差评
704,彩电,服务,安装人员不给力,差评
705,彩电,服务,安装人员不给力,差评
706,彩电,服务,售后上门安装不是很专业,差评
707,彩电,服务,售后上门安装不是很专业,差评
708,彩电,服务,安装不太好,中评
709,彩电,服务,安装不太好,中评
710,彩电,服务,安装技工感觉都是学徒,差评
711,彩电,服务,安装技工感觉都是学徒,差评
712,彩电,服务,只是安装师傅装的太高了,差评
713,彩电,服务,只是安装师傅装的太高了,差评
714,彩电,服务,安装不太好,中评
715,彩电,服务,安装不太好,中评
716,彩电,服务,安装人员不专业,差评
717,彩电,服务,安装人员不专业,差评
718,彩电,服务,安装的师傅不是很专业,差评
719,彩电,服务,安装的师傅不是很专业,差评
720,彩电,服务,安装不太好,中评
721,彩电,服务,安装不太好,中评
722,彩电,服务,厂家来装电视的不是很专业,差评
723,彩电,服务,厂家来装电视的不是很专业,差评
724,彩电,服务,安装人员不专业,差评
725,彩电,服务,安装人员不专业,差评
726,彩电,服务,就是安装人员不是很专业,差评
727,彩电,服务,就是安装人员不是很专业,差评
728,彩电,服务,安装师傅不会连接网络,差评
729,彩电,服务,就是安装人员不是很专业,差评
730,彩电,服务,安装师傅不会连接网络,差评
731,彩电,服务,安装师傅不会连接网络,差评
732,彩电,服务,安装人员不给力,差评
733,彩电,服务,安装人员不给力,差评
734,彩电,服务,安装师傅也很负责,好评
735,彩电,服务,安装师傅很专业,好评
736,彩电,服务,安装师傅很有耐心,好评
737,彩电,服务,安装师傅也很给力,好评
738,彩电,服务,安装到位,好评
739,彩电,服务,安装人员也很专业,好评
740,彩电,服务,"送货快,安装到位,服务好",好评
741,彩电,服务,安装师傅专业,好评
742,彩电,服务,安装服务很好很专业细心,好评
743,彩电,服务,安装人员也很专业,好评
744,彩电,服务,安装人员挺专业,好评
745,彩电,服务,安装专业,好评
746,彩电,服务,安装很专业,好评
747,彩电,服务,安装师傅也非常专业,好评
748,彩电,服务,售后人员态度好又专业,好评
749,彩电,服务,专业的师傅上门安装,好评
750,彩电,服务,安装到位,好评
751,彩电,服务,师傅很专业,好评
752,彩电,服务,安装专业,好评
753,彩电,服务,安装师傅也很专业,好评
754,彩电,服务,安装调试很专业,好评
755,彩电,服务,安装师傅也很不错,好评
756,彩电,服务,安装师傅太专业了,好评
757,彩电,服务,安装师傅专业,好评
758,彩电,服务,安装师傅技术熟练,好评
759,彩电,服务,师傅技术非常专业,好评
760,彩电,服务,专业人员上门调试,好评
761,彩电,服务,安装人员专业,好评
762,彩电,服务,安装到位,好评
763,彩电,服务,安装人员专业,好评
764,彩电,服务,师傅也比较专业,中评
765,彩电,服务,安装师傅也很专业,好评
766,彩电,服务,安装师傅还行,中评
767,彩电,服务,安装师傅也很专业,好评
768,彩电,服务,安装师傅也很棒,好评
769,彩电,服务,安装师傅太专业了,好评
770,彩电,服务,安装的师傅很专业,好评
771,彩电,服务,安装师傅也非常专业,好评
772,彩电,服务,安装专业,好评
773,彩电,服务,师傅很专业,好评
774,彩电,服务,安装师傅非常专业,好评
775,彩电,服务,安装师傅很麻利,好评
776,彩电,服务,安装师傅还行,中评
777,彩电,服务,安装到位,好评
778,彩电,服务,安装师傅还行,中评
779,彩电,服务,安装师傅技术熟练,好评
780,彩电,服务,安装支架的师傅挺好的,好评
781,彩电,服务,LG售后安装也不错,好评
782,彩电,服务,安装师傅很快就安装好了,好评
783,彩电,服务,送货安装服务都不错,好评
784,彩电,服务,安装人员很专业态度也好,好评
785,彩电,服务,安装师傅也很专业,好评
786,彩电,服务,"大品牌就是好,安装师傅也很专业",好评
787,彩电,服务,安装师傅也很棒,好评
788,彩电,服务,安装师傅也很专业,好评
789,彩电,服务,安装师傅也很负责,好评
790,彩电,服务,安装师傅很专业,好评
791,彩电,服务,安装师傅很有耐心,好评
792,彩电,服务,安装师傅也很给力,好评
793,彩电,服务,安装到位,好评
794,彩电,服务,安装人员也很专业,好评
795,彩电,服务,"送货快,安装到位,服务好",好评
796,彩电,服务,安装师傅专业,好评
797,彩电,服务,安装服务很好很专业细心,好评
798,彩电,服务,安装人员也很专业,好评
799,彩电,服务,安装人员挺专业,好评
800,彩电,服务,安装专业,好评
801,彩电,服务,安装很专业,好评
802,彩电,服务,安装师傅也非常专业,好评
803,彩电,服务,售后人员态度好又专业,好评
804,彩电,服务,专业的师傅上门安装,好评
805,彩电,服务,安装到位,好评
806,彩电,服务,师傅很专业,好评
807,彩电,服务,安装专业,好评
808,彩电,服务,安装师傅也很专业,好评
809,彩电,服务,安装调试很专业,好评
810,彩电,服务,安装师傅也很不错,好评
811,彩电,服务,安装师傅太专业了,好评
812,彩电,服务,安装师傅专业,好评
813,彩电,服务,安装师傅技术熟练,好评
814,彩电,服务,师傅技术非常专业,好评
815,彩电,服务,专业人员上门调试,好评
816,彩电,服务,安装人员专业,好评
817,彩电,服务,安装到位,好评
818,彩电,服务,安装人员专业,好评
819,彩电,服务,师傅也比较专业,中评
820,彩电,服务,安装师傅也很专业,好评
821,彩电,服务,安装师傅还行,中评
822,彩电,服务,安装师傅也很专业,好评
823,彩电,服务,安装师傅也很棒,好评
824,彩电,服务,安装师傅太专业了,好评
825,彩电,服务,安装的师傅很专业,好评
826,彩电,服务,安装师傅也非常专业,好评
827,彩电,服务,安装专业,好评
828,彩电,服务,师傅很专业,好评
829,彩电,服务,安装师傅非常专业,好评
830,彩电,服务,安装师傅很麻利,好评
831,彩电,服务,安装师傅还行,中评
832,彩电,服务,安装到位,好评
833,彩电,服务,安装师傅还行,中评
834,彩电,服务,安装师傅技术熟练,好评
835,彩电,服务,安装支架的师傅挺好的,好评
836,彩电,服务,LG售后安装也不错,好评
837,彩电,服务,安装师傅很快就安装好了,好评
838,彩电,服务,送货安装服务都不错,好评
839,彩电,服务,安装人员很专业态度也好,好评
840,彩电,服务,安装师傅也很专业,好评
841,彩电,服务,"大品牌就是好,安装师傅也很专业",好评
842,彩电,服务,安装师傅也很棒,好评
843,彩电,服务,安装师傅也很专业,好评
844,彩电,服务,就是安装人员不专业,差评
845,彩电,服务,安装不太好,中评
846,彩电,服务,安装人员不专业,差评
847,彩电,服务,就是安装人员不是很专业,差评
848,彩电,服务,安装师傅不敢恭维,差评
849,彩电,服务,厂家来装电视的不是很专业,差评
850,彩电,服务,安装人员不够专业,中评
851,彩电,服务,安装师傅不会连接网络,差评
852,彩电,服务,连接无线时安装师傅没有搞定,差评
853,彩电,服务,安装人员不给力,差评
854,彩电,服务,售后上门安装不是很专业,差评
855,彩电,服务,安装不太好,中评
856,彩电,服务,安装技工感觉都是学徒,差评
857,彩电,服务,只是安装师傅装的太高了,差评
858,彩电,服务,对这安装的人五个差,差评
859,彩电,服务,只给打开包装插起电视底座也不给调试好,差评
860,彩电,服务,在安装时有点漫不经心,差评
861,彩电,服务,安装师傅不太会,差评
862,彩电,服务,安装是包给第三方做的,差评
863,彩电,服务,安装的时候感觉那些工人技术不熟练,差评
864,彩电,服务,就是安装人员不专业,差评
865,彩电,服务,安装师傅也很负责,好评
866,彩电,服务,安装师傅很专业,好评
867,彩电,服务,安装师傅很有耐心,好评
868,彩电,服务,安装师傅也很给力,好评
869,彩电,服务,安装到位,好评
870,彩电,服务,安装人员也很专业,好评
871,彩电,服务,"送货快,安装到位,服务好",好评
872,彩电,服务,安装师傅专业,好评
873,彩电,服务,安装服务很好很专业细心,好评
874,彩电,服务,安装人员也很专业,好评
875,彩电,服务,安装人员挺专业,好评
876,彩电,服务,安装专业,好评
877,彩电,服务,安装很专业,好评
878,彩电,服务,安装师傅也非常专业,好评
879,彩电,服务,售后人员态度好又专业,好评
880,彩电,服务,专业的师傅上门安装,好评
881,彩电,服务,安装到位,好评
882,彩电,服务,师傅很专业,好评
883,彩电,服务,安装专业,好评
884,彩电,服务,安装师傅也很专业,好评
885,彩电,服务,安装调试很专业,好评
886,彩电,服务,安装师傅也很不错,好评
887,彩电,服务,安装师傅太专业了,好评
888,彩电,服务,安装师傅专业,好评
889,彩电,服务,安装师傅技术熟练,好评
890,彩电,服务,师傅技术非常专业,好评
891,彩电,服务,专业人员上门调试,好评
892,彩电,服务,安装人员专业,好评
893,彩电,服务,安装到位,好评
894,彩电,服务,安装人员专业,好评
895,彩电,服务,师傅也比较专业,中评
896,彩电,服务,安装师傅也很专业,好评
897,彩电,服务,安装师傅还行,中评
898,彩电,服务,安装师傅也很专业,好评
899,彩电,服务,安装师傅也很棒,好评
900,彩电,服务,安装师傅太专业了,好评
901,彩电,服务,安装的师傅很专业,好评
902,彩电,服务,安装师傅也非常专业,好评
903,彩电,服务,安装专业,好评
904,彩电,服务,师傅很专业,好评
905,彩电,服务,安装师傅非常专业,好评
906,彩电,服务,安装师傅很麻利,好评
907,彩电,服务,安装师傅还行,中评
908,彩电,服务,安装到位,好评
909,彩电,服务,安装师傅还行,中评
910,彩电,服务,安装师傅技术熟练,好评
911,彩电,服务,安装支架的师傅挺好的,好评
912,彩电,服务,LG售后安装也不错,好评
913,彩电,服务,安装师傅很快就安装好了,好评
914,彩电,服务,送货安装服务都不错,好评
915,彩电,服务,安装人员很专业态度也好,好评
916,彩电,服务,安装师傅也很专业,好评
917,彩电,服务,"大品牌就是好,安装师傅也很专业",好评
918,彩电,服务,安装师傅也很棒,好评
919,彩电,服务,安装师傅也很专业,好评
920,彩电,服务,安装师傅也很负责,好评
921,彩电,服务,安装师傅很专业,好评
